doc_id,split,image_path,annotation_path,form_items,words_count,question_count,answer_count,header_count,other_count,text_preview
0001463448,train,data/raw/funsd/dataset/training_data/images/0001463448.png,data/raw/funsd/dataset/training_data/annotations/0001463448.json,42,122,5,6,1,30,"( ) ( ) ( ( ) B( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) BROWN & WILLAMSON 1994 COLLECTION PROTOCOPYING VARIANCE FORM This form was placed before Bates ID 6708105266 AT THE TIME OF REPRODUCTION, THE FOLLOWING NOTATTONS WERE MADE: DOCUMENT COPIES ARE IN THE SAME SEQUENCE AS THEY APPEARED IN THE ORIGINAL. P"
0001476912,train,data/raw/funsd/dataset/training_data/images/0001476912.png,data/raw/funsd/dataset/training_data/annotations/0001476912.json,52,97,22,23,3,4,COMMENTS Brand: Commercial: Supplier: Sample: Chicago: 8/8 98 336 (234) Overall CITY Chicago SEX AGE Male Female 16-25 26-35 36-45 1.7 0.0 3.3 0.0 3.3 0.0 0.0 0.0 9.3 465607116 0.0 5.0 P MR 1909 (3-69) 100 BROWN & WILLIAMSON TOBACCO CORPORATION FILTER SCORES RALEIGH (BELAIR portion not tested) Proje
0001477983,train,data/raw/funsd/dataset/training_data/images/0001477983.png,data/raw/funsd/dataset/training_data/annotations/0001477983.json,65,303,23,11,4,27,Retainer No. $ $ $ $ $ Other (please explain): Note: RIGL 22-10-2 (d) requires disclosure in a dollar amount of the compensation for lobbying activity. (from) (to) REVIEWED: ACCEPTED: STATE OF RHODE ISLAND AND PROVIDENCE PLANTATIONS Office of the Secretary of State James R. Langevin Secretary of Sta
0001485288,train,data/raw/funsd/dataset/training_data/images/0001485288.png,data/raw/funsd/dataset/training_data/annotations/0001485288.json,30,100,17,9,2,2,"☑ 20 620745255 Signed Free DC B38 (8 78) BROWN & WILLIAMSON TOBACCO CORPORATION LOUISVILLE, KENTUCKY 40201 SPECIAL SAMPLE MANUFACTURE SHIPMENT ☐ TRANSFER ☐ REDUCED TO MATERIAL ☐ Date of Request Account Number 6/ 25/ 81 22 244 00 Copies to: Factory Cost Dept. Writer Development Center Sue Livesay Sam"
00040534,train,data/raw/funsd/dataset/training_data/images/00040534.png,data/raw/funsd/dataset/training_data/annotations/00040534.json,81,227,32,43,3,3,COMPOUND SOURCE INVESTIGATOR(S) SIGNATURE(S) REPORTED TESTED MALE FEMALE SOURCE Unk. P.O. A4 12/28/78 X Unk. Camm Research ☑ ☑ 5 10 10 10 10 1 2 3 4 5 1800 2160 2592 3732 4479 CONCLUSION 00040534 ACUTE TOXICITY IN MICE 3-Hydroxy-3-methylbutanoic acid (Tur 13) Lorillard - Organic Chemistry LORILLARD 
00070353,train,data/raw/funsd/dataset/training_data/images/00070353.png,data/raw/funsd/dataset/training_data/annotations/00070353.json,24,125,10,7,1,6,"AUTHORS TITLE RECOMMENDATION: 533 Date x NOT APPROVE 00070353 Manuscript Review Form TOBACCO SCIENCE Registration No March 18, 1968 Andrew G. Kallianos, Richard K. Means, James D. Mold ""Effect of Nitrates in Tobacco on the Catechol Yield in Cigarette Smoke"" REVIEW COMPLETED PRESENT FORM: 3/ 29/ 68 A"
00093726,train,data/raw/funsd/dataset/training_data/images/00093726.png,data/raw/funsd/dataset/training_data/annotations/00093726.json,92,231,45,38,6,3,"Date: on BLEND CASING RECASING Cigarettes Filters Responsibility apping Requirements Reports 6030 OGS OGS OGS OGS AMF 25. 0 554 Ammons Wicker Routh "" White Blue White "" 00093726 Maker Length Circumference Weight Paper Labels Closures Cartons Markings Laboratory Other Kind Process Circumference Weigh"
0011505151,train,data/raw/funsd/dataset/training_data/images/0011505151.png,data/raw/funsd/dataset/training_data/annotations/0011505151.json,40,100,19,17,1,3,"CAPRI DESCRIPTION: SUPPLIER: 466009457 47,218 9,442 14,165 -Pd. CUMULATIVE DEC FEB 9.442 21.240 3068230.682 77.900 PROJECT NO. 1987- 115- CA CAPRI EXPANSION A&U - CALIFORNIA - WAVE 4. Kapuler Marketing Research MR PERSONNEL: B. R. Pellett AUTHORIZED COST: 70,825 + +10 % (TOTAL 1987) +7.075 (2 -23 -8"
0011838621,train,data/raw/funsd/dataset/training_data/images/0011838621.png,data/raw/funsd/dataset/training_data/annotations/0011838621.json,62,165,31,25,3,3,Date: Description: Supplier: No. 27 Decrease Reasons: .08 .08 PROJECTED: 1.488.126.23 .08 0 1.488.126.15 1.471.873.85 cc: Date Date International. 464537440 MD Davis INTERNATIONAL MARKETING RESEARCH CHANGE OF AUTHORIZED COST 6/ 21/ 90 Hong Kong: Cigarette Market Monitor MDR. HK Total Cost 1990 Cost 
0011845203,train,data/raw/funsd/dataset/training_data/images/0011845203.png,data/raw/funsd/dataset/training_data/annotations/0011845203.json,53,165,11,8,3,31,"TO: INSTRUCTIONS WELCOMED. ARE AGENCY THE FROM DESIGNS ALTERNATE FOR SUGGESTIONS THESE SHOULD BE SUBMITTED AS SEPARATE DOCUMENTS APPENDED TO THIS BID HOWEVER, 3. FAX NUMBER: 464565018 BROWN & WILLIAMSON BID REQUEST FORM (QUANTITATIVE RESEARCH) PROJECT NUMBER: 1991- 18 B&W ORIGINATOR: Mary D. Davis M"
0011856542,train,data/raw/funsd/dataset/training_data/images/0011856542.png,data/raw/funsd/dataset/training_data/annotations/0011856542.json,18,88,9,8,1,0,"DATE BD-FF 1/4/90 Marketing cc: PROJECT INITIATION FORM PROJECT CODE PROJECT NAME BULL DURHAM Full Flavor King Size Cigarettes J. F. Anders/ J. E. Mann PROJECT LEADER WORK REQUESTED BY PROJECT OBJECTIVE Develop 14- mg ""tar"" delivery king size cigarette for generic pricing directed toward young male "
0011859695,train,data/raw/funsd/dataset/training_data/images/0011859695.png,data/raw/funsd/dataset/training_data/annotations/0011859695.json,29,132,13,11,1,4,"Agency: Contact: Date: Client: Address: Product: Film Cleared: RECEIVED CF: cb AMERICAN BROADCASTING COMPANY TELEVISION NETWORK 1333 Avenue of the Americas, New York, New York 10019 LT 1- 7777 SSC&B, Inc September 25, 1969 Larry Odum 575 Lexington Avenue, New York, New York 10022 American Tobacco Co"
0011899960,train,data/raw/funsd/dataset/training_data/images/0011899960.png,data/raw/funsd/dataset/training_data/annotations/0011899960.json,30,117,12,12,1,5,"Attention Copies Department Subject 7 Publication Time Date RECEIVED 516007780 DR. HUGHES, MESSRS. ALAR, SANDEFUR, CORPORATE AFFAIRS BLOTT, BUTLER, MIDDLETON, CHRISTENSEN, PEPPLES, SACHS FREEDMAN T. HUMBER, M. BATEMAN L&M Lawsuit PRESS QUERY ADWEEK - Midwest Reporter/ Editor Fran Brock (312) 467- 65"
0011906503,train,data/raw/funsd/dataset/training_data/images/0011906503.png,data/raw/funsd/dataset/training_data/annotations/0011906503.json,86,244,54,20,7,5,0465E ($000) Title Purpose 1 2 3 4 7 5 6 Status Proposed Approved; TOTAL CAPITAL EXPENSE Completion Mo. Yr. Submission Yr. Start Mo. Yr. 88 x 80 80 0 88 11 88 7 CAPITAL EXPENSE CAPITAL EXPENSE 1989 80 0 JAN. -MAR. APR. -JUN. JUL. -DEC TOTAL EXPENSE CAPITAL -SEP OCT. YEAR EXPENSE CAPITAL 1990 1991 19
0011973451,train,data/raw/funsd/dataset/training_data/images/0011973451.png,data/raw/funsd/dataset/training_data/annotations/0011973451.json,49,124,30,13,5,1,APPROVALS: Date: OBJECTIVE: Cartons: Cases: TIMETABLE: Manufacturing: Date TBD TBD TBD TBD 500 $250 670886182 Date Shipping: Start Up: VOLUME: NEW EXPORT PRODUCT DEVELOPMENT CHARTER 6/ 24/ 94 BRAND/PROJECT NAME: RICHLAND Kings (Soft Pack) -Duty Free (Phoenix) MARKET (S): World- wide Duty Free Genera
0011974919,train,data/raw/funsd/dataset/training_data/images/0011974919.png,data/raw/funsd/dataset/training_data/annotations/0011974919.json,42,107,18,22,1,1,"To From: Date: Brand: Title: Eclipse Description: APAC 300 300 W25 APAC C: 602399 RESPONSE CODE REQUEST CONFIRMATION Joe Leinster Joyce Bagby September 10, 1996 PPS Program # Requested By: Sneak Preview Confirmation Call- Charlotte Tests Record of confirmation calls for sneak preview appointments Fu"
0011976929,train,data/raw/funsd/dataset/training_data/images/0011976929.png,data/raw/funsd/dataset/training_data/annotations/0011976929.json,24,80,9,11,1,3,"Dates: 466603840 /934g /lr 700 Dundee State: Illinois SPECIAL EVENTS City/ Town: Type of Event: Beauty Contest Estimated Attendance March 3rd, 4th & 5th, Name of Event: Mrs. Illinois Beauty Pageant Contact (Name/ Telephone): Ms. Joy Weathers (Sales) 312/ 426 - 8000 Audience Concentration 90 % White "
0012178355,train,data/raw/funsd/dataset/training_data/images/0012178355.png,data/raw/funsd/dataset/training_data/annotations/0012178355.json,62,150,45,9,6,2,BRAND Domestic X Export Description: Date ENDORSEMENTS Date CQA ELT Marketing APPROVAL Date CQA President Rationale Military Contract X Processing X X 10111 621626776 Attachment II SPECIFICATION CHANGE PROPOSAL ELI CUTTER KS SPECIFICATION CHANGE NUMBER 84- 79 TYPE OF SPECIFICATION CHANGE (Check all 
0012199830,train,data/raw/funsd/dataset/training_data/images/0012199830.png,data/raw/funsd/dataset/training_data/annotations/0012199830.json,27,84,7,15,1,4,"Customer B&W RECEIVED Technician 605110969 Toluene AARBERG -STRAHAN INKS & COATINGS CORP. Formula Composit Form DEC 1 1 1989 A. C. D. Falcon Green SKGC-4518 Formula No. Solids Composit Lecithin (Food Grade) Epoxidized Soy Bean Oil Cellulose Nitrate Wet w /2 Propanol Pigment, Yellow 34 Pigment, Blue "
0012529284,train,data/raw/funsd/dataset/training_data/images/0012529284.png,data/raw/funsd/dataset/training_data/annotations/0012529284.json,71,228,38,24,4,5,"Date: Description: No. Supplier: Reasons: Increase Decrease PROJECTED: 1987 Com- cc: Date Date Date Date Date MRD00008 465915249 CHANGE OF AUTHORIZED COST 12- -4 -87 C -5-51 CAPRI A&U EXPANSION - CALIFORNIA: WAVE 2 (87 -113) , WAVE 3 (87 –114) AND WAVE 4 (87 -115) . Kapuler Marketing Research Previo"
0012529295,train,data/raw/funsd/dataset/training_data/images/0012529295.png,data/raw/funsd/dataset/training_data/annotations/0012529295.json,88,257,39,38,5,6,Date: Supplier Projected: x -0- -O- Date Date Date Date Date Original cc: No. Yes No -0- CAPRI /lsbg1006 465915288 - MARKET RESEARCH AUTHORIZATION (Recommended Proposal Attached) 6DR IV per II Revised MRA request one on LS to be C- 40 10/ /9 87 Description: CAPRI Expansion: California- A&U Wave II R
0012602424,train,data/raw/funsd/dataset/training_data/images/0012602424.png,data/raw/funsd/dataset/training_data/annotations/0012602424.json,88,225,54,28,2,4,DATE: SUPPLIER: PREVIOUS $ COMMITMENTS THIS PROJECI: $ $ $ REASONS: COMMITTED TO DATE Year) (Current DATE DATE DATE DATE DATE BEATTY A. D. T. E. SPROUGE ALBERT A. B. ORIGINAL CC: PROJECTED: 681925147 CHANGE OF AUTHORIZED COST AUTHORIZATION NO.: NP -75 11/ 28/ 84 PROJECT NAME: GEMINI AWARENESS ATTITU
0012947358,train,data/raw/funsd/dataset/training_data/images/0012947358.png,data/raw/funsd/dataset/training_data/annotations/0012947358.json,83,299,27,21,3,32,VIA: TO: FROM: Per DATE: VIA: RE: FOR IN Document(s) Served: Court: Remarks BY: Per (X) FLORIDA (X) (city) (State) (City) (Originating Agent) (State) (C T. Office) (Name State) (Address) 9. 8. 7. 6. 5. 4. 3. 2. 1. C T SYSTEM The Corporation Trust Company C T Corporation System and Associated Compani
0013255595,train,data/raw/funsd/dataset/training_data/images/0013255595.png,data/raw/funsd/dataset/training_data/annotations/0013255595.json,17,34,9,3,3,2,DATE: SUBJECT: WRITER: APPROVALS: Other: YES NO DATE PUBLIC COMMUNICATIONS APPROVAL SHEET The Tobacco Institute Attachment A NAME OR INITIALS Division Head Bill Kloepfer Sam Chilcote Legal Approval Recommended/ Required: SH &B C& B
00283813,train,data/raw/funsd/dataset/training_data/images/00283813.png,data/raw/funsd/dataset/training_data/annotations/00283813.json,76,188,35,26,5,10,"Date: on 5031 BLEND CASING RECASING Cigarettes: Brand Length Circumference Paper Firmness Draw Weight Print Wrappings: Labels Closures Cartons Markings Gold Requirements: Responsibility: Laboratory Others Shipping Reports: 00283913 - 7/ 16/ 68 7/ 10/ 68 Mr. C. L. Tucker, Jr. Original request made by"
0030031163,train,data/raw/funsd/dataset/training_data/images/0030031163.png,data/raw/funsd/dataset/training_data/annotations/0030031163.json,26,132,17,2,3,4,"NAME Strokes NAME A <> <> SPORTS REGISTRATION 37TH ANNUAL MEETING AUGUST 15-18, 1996 RYE- TOWN HILTON HOTEL RYE, NEW YORK Make copies of this form if necessary. Complete applicable section (s) and return to NYSAWMD. LORILLARD TOBACCO COMPANY GOLF TOURNAMENT (Ladies & Men) . . . Friday, August 16, Te"
0030041455,train,data/raw/funsd/dataset/training_data/images/0030041455.png,data/raw/funsd/dataset/training_data/annotations/0030041455.json,13,64,3,6,1,3,5 0 2 A KOOL & GPC GOLF BAG SURVEY Section Number Section Sales Manager's Name Peter Hatch Please place the following order for KOOL and/ or GPC Golf Bags for my Section: KOOL Golf Bags GPC Golf Bags Send the completed survey to Linda Daniels in Field Supply via fax (502- 568- 7189) OR CC: Mail no l
0060000813,train,data/raw/funsd/dataset/training_data/images/0060000813.png,data/raw/funsd/dataset/training_data/annotations/0060000813.json,48,105,29,13,5,1,Brand: Power: Pulse: Modules: Scorching: Cratering: Comments: Scorching: Cratering Comments: Module: Brand: Pulse: Scorching: Cratering: Comments: Scorching: Cratering: Comments: Power: 412 Insignificant. Insignificant. Week of: P. S. 73 -91 Date Received 1 /25 /91 LASER PERFORATED TIPPING APPEARANC
0060007216,train,data/raw/funsd/dataset/training_data/images/0060007216.png,data/raw/funsd/dataset/training_data/annotations/0060007216.json,31,85,11,18,1,1,"DATE PMRM Cigarette dimensions: ference. cc: RSS RDC PHL PRC BMC Records PROJECT INITIATION FORM PROJECT CODE PROJECT NAME PROJECT LEADER WORK REQUESTED BY PROJECT OBJECTIVE OTHER PERSONNEL ASSIGNED April 30, 1985 PALL MALL Regular Menthol J. F. Anders R. S. Sprinkle, III To develop a nonfilter ment"
0060024314,train,data/raw/funsd/dataset/training_data/images/0060024314.png,data/raw/funsd/dataset/training_data/annotations/0060024314.json,39,110,20,14,3,2,"Facility: Permit#: DESCRIPTION: CAS# MANUFACTURER: No Inorganic PHONE Other Organic Yes 74880 6240 0001 CITY OF REIDSVILLE CHEMICAL MANAGEMENT PLAN 1993 INVENTORY CHEMICAL USAGE FACT SHEET Process Chemicals Used in Excess of 100 Pounds/ Day, Water Treatment Chemicals, Cleaning Compounds The American"
0060025670,train,data/raw/funsd/dataset/training_data/images/0060025670.png,data/raw/funsd/dataset/training_data/annotations/0060025670.json,14,46,10,0,1,3,"Supplier: APPROVED Tester Manager TEST ADHESIVE EVALUATION Adhesive Code: Application: tipping, carton end flaps, etc.) Test Period: NOT APPROVED If not approved state reasons. Quality Control Local Purchasing Complete and return to D. R. Brickey, Department of Research and Development, as soon as p"
0060029036,train,data/raw/funsd/dataset/training_data/images/0060029036.png,data/raw/funsd/dataset/training_data/annotations/0060029036.json,48,137,29,15,1,3,"Brand(s) Company DATE SIGNATURE NAME Originator Manager DATE SECTION(S) SIGNATURE PAGE(S) Insurance Law 1-11-94 SME SPORTS MARKETING ENTERPRISES DOCUMENT CLEARANCE SHEET January 11, 1994 Date Routed: Contract No. 4011 00 00 Joe's Place Exhibits Contract Subject: SPEVCO, INC. Camel/ Winston Current Y"
0060036622,train,data/raw/funsd/dataset/training_data/images/0060036622.png,data/raw/funsd/dataset/training_data/annotations/0060036622.json,35,153,17,17,0,1,TO: From: Contribution Requested by 1976 ☑ Message Mr. G. J. Schramm Mr. W. P. Myhan Mr. F. X. Whelan Mr. R. H. Stinnette Mr. J. B. McCarthy E. E. Curtin Request for contribution or membership to be considered by contributions Committee at next meeting ☐ Membership Harvard Medical School and Dr. Gar
0060068489,train,data/raw/funsd/dataset/training_data/images/0060068489.png,data/raw/funsd/dataset/training_data/annotations/0060068489.json,50,228,27,16,3,4,"DATE DESCRIPTION MEDIUM 3/17/82 Outdoor AGENCY BRAND NO. April THRU July SPACE CONTINGENCY 1,680 2.000.00 TOTAL APPROVALS Agency Product Media Sales Marketing Executive Accounting REMARKS: ADVERTISING AND SELLING AUTHORIZATION NYO 09 (10-81) The American Tobacco Company DIVISION OF AMERICAN BRANDS I"
0060077689,train,data/raw/funsd/dataset/training_data/images/0060077689.png,data/raw/funsd/dataset/training_data/annotations/0060077689.json,66,208,32,27,3,4,"LOCATION REQUISITIONER SUPPLIER TERMS FO QUANTITY DESCRIPTION PRICE Attn: DATE DATE DATE BY DATE OTHER M14789 ☑ BUYER DATE APPROVAL THE AMERICAN TOBACCO COMPANY PURCHASE REQUISITION AT 135 STAMFORD, CT AUTHORIZATION NO. BUDGET NO. Mr. G. Schumacher January 3, 1995 DATE OF REQUISITION WEBCRAFT TECHNO"
0060080406,train,data/raw/funsd/dataset/training_data/images/0060080406.png,data/raw/funsd/dataset/training_data/annotations/0060080406.json,59,185,24,8,4,23,"02/04/91 DATE DESCRIPTION MEDIUM SALES BRAND ORIGINATOR THRU REMARKS LABELS DECALS MOBILES 35,000.00 APPROVALS JAN FEB MAR Agency Forecasting Marketing Sales Sales President 5060 Yr. 91 THE AMERICAN TOBACCO COMPANY SIX STAMFORD FORUM P. O. BOX 10380 STAMFORD CONNECTICUT 06904- 2380 AT [1- 89) ADVERT"
0060091229,train,data/raw/funsd/dataset/training_data/images/0060091229.png,data/raw/funsd/dataset/training_data/annotations/0060091229.json,17,99,12,2,2,1,"Attention: MARDEN- KANE. INC. 666 FIFTH AVE. NEW YORK, N.Y. 10103 (212) 582-6600 TRAVEL INFORMATION SHEET This information will be used by Marden- Kane in making travel arrangements for your round- trip to Los Angeles, California. Finalist Name: Home Address: Home Telephone: Business Telephone: Name"
0060094595,train,data/raw/funsd/dataset/training_data/images/0060094595.png,data/raw/funsd/dataset/training_data/annotations/0060094595.json,59,141,14,40,3,2,Weight Draw Tar Nicotine 0 5 7 12 23 0 1 0 11 5 4 4 23 1 0 0 Basic Basic Basic 80620665 Characteristic Tested BETWEEN THE ACTS 25 %% mm. Butt MADISON 25 mm. Butt Smoke Analysis Present Sample Mean of Last 12 Samples Present Sample Mean of Last 12 Samples 1 .089 0. .34 39. .7 4 .26 ction to Litmus 1 
0060136394,train,data/raw/funsd/dataset/training_data/images/0060136394.png,data/raw/funsd/dataset/training_data/annotations/0060136394.json,27,92,8,9,1,9,"SIGNED DATE TOTAL: CLIENT PROGRAM STATIONS RS#39 RS Accounting Batten, Barton, Durstine & Osborn INCORPORATED CHANGE IN RADIO SCHEDULE WHAS 11/3/56 10/26/57 THE AMERICAN TOBACCO COMPANY (LUCKY STRIKE) 1/2 HOUR PROGRAMES WHAS LOUISVILLE, KENTUCKY CONTRACT #1032 ENTIRE SCHEDULE CANCELLED LAST BROADCAS"
0060165115,train,data/raw/funsd/dataset/training_data/images/0060165115.png,data/raw/funsd/dataset/training_data/annotations/0060165115.json,36,107,13,13,3,7,"DATE: FROM: TO: ADDRESS: Telephone Telefax Re.: 2463 2505430204 27/94 Contract Research INBIFO INBIFO Institut für biologische Forschung GmbH TELEFAX MESSAGE No.: INBIFO bioloische Forschnung GmbH Fuggesstr 3- D- 51149 Cologne 28 Apr. 98 Dr. Wolf Reininghaus Dr. Don Leyden, Dept. Scientific Affairs "
0060173256,train,data/raw/funsd/dataset/training_data/images/0060173256.png,data/raw/funsd/dataset/training_data/annotations/0060173256.json,38,67,19,16,2,1,"Description Displays BRANDS Adjustment Carlton Amount Displays 31,000.00 (31,000.00) Distribution: 5/5 0.00 Date Date Date Date THE AMERICAN TOBACCO COMPANY APPROVED MARKETING PROJECT EXPENSE RECOMMENDATION S0002 Supp 2 Private Stock Current Budget $ 7,569,000.00 Revised Budget $ 7,569,000.00 $ 0.00"
0060207528,train,data/raw/funsd/dataset/training_data/images/0060207528.png,data/raw/funsd/dataset/training_data/annotations/0060207528.json,44,177,20,17,3,4,"CONTRACT: CLIENT: MARKET: 9 45 54 TOTAL ILLUMINATED REGULAR D.E.C S.P.V. 534.1 SIGNATURE DATE ATT. 527.6 LAURENCE, CHARLES, FREE & LAWSON, INC. 260 MADISON AVENUE, NEW YORK, NY 10016 (212) 213- 4646 30- SHEET POSTING COMPLETION REPORT FORM PLEASE RETURN TWO (2) COPIES OF THE LOCATION LIST ALONG WITH"
0060214859,train,data/raw/funsd/dataset/training_data/images/0060214859.png,data/raw/funsd/dataset/training_data/annotations/0060214859.json,38,134,15,20,0,3,Report 517 ACCEPTED XX REJECTED Date Supplier Comments: Distribution: 6926 Telephone# By No 436 505991060 Material Tested P- 830 GLASS FIBER 10- NOV- 1986 OWENS CORNING 2 ROLLS Quantity Received Lot or Sample# ROLL 34 & 35 11- 6- 86 Date Received Following physical/ visual properties out of specific
0060255888,train,data/raw/funsd/dataset/training_data/images/0060255888.png,data/raw/funsd/dataset/training_data/annotations/0060255888.json,33,138,12,12,2,7,"Date: Contact: Agency: Address: Client: Products: 20 30 60 20 30 60 AMERICAN BROADCASTING COMPANY TELEVISION NETWORK 1330 Avenue of the Americas, New York, New York 10019 LT - 7777 October 9, 1968 Mr. Mary Goldsmith BBDO Inc. 383 Madison Avenue New York 10017 American Tobacco Co. Tareyton Cigarettes"
